"","fam_links","Host","VirusFamily","association","status"
"16335","Rhinolophus macrotis-filoviridae","Rhinolophus macrotis","filoviridae",NA,0
"16336","Rhinolophus macrotis-flaviviridae","Rhinolophus macrotis","flaviviridae",NA,0
"16337","Rhinolophus macrotis-geminiviridae","Rhinolophus macrotis","geminiviridae",NA,0
"16338","Rhinolophus macrotis-genomoviridae","Rhinolophus macrotis","genomoviridae",1,1
"16339","Rhinolophus macrotis-hantaviridae","Rhinolophus macrotis","hantaviridae",NA,0
"16340","Rhinolophus macrotis-hepadnaviridae","Rhinolophus macrotis","hepadnaviridae",NA,0
"16341","Rhinolophus macrotis-hepeviridae","Rhinolophus macrotis","hepeviridae",NA,0
"16342","Rhinolophus macrotis-kolmioviridae","Rhinolophus macrotis","kolmioviridae",NA,0
"16343","Rhinolophus macrotis-mahapunaviridae","Rhinolophus macrotis","mahapunaviridae",NA,0
"16344","Rhinolophus macrotis-matonaviridae","Rhinolophus macrotis","matonaviridae",NA,0
"16345","Rhinolophus macrotis-nairoviridae","Rhinolophus macrotis","nairoviridae",NA,0
"16346","Rhinolophus macrotis-nodaviridae","Rhinolophus macrotis","nodaviridae",NA,0
"16347","Rhinolophus macrotis-nyamiviridae","Rhinolophus macrotis","nyamiviridae",NA,0
"16348","Rhinolophus macrotis-orthoherpesviridae","Rhinolophus macrotis","orthoherpesviridae",NA,0
"16349","Rhinolophus macrotis-orthomyxoviridae","Rhinolophus macrotis","orthomyxoviridae",NA,0
"16350","Rhinolophus macrotis-papillomaviridae","Rhinolophus macrotis","papillomaviridae",1,1
"16351","Rhinolophus macrotis-paramyxoviridae","Rhinolophus macrotis","paramyxoviridae",1,1
"16352","Rhinolophus macrotis-partitiviridae","Rhinolophus macrotis","partitiviridae",NA,0
"16353","Rhinolophus macrotis-parvoviridae","Rhinolophus macrotis","parvoviridae",1,1
"16354","Rhinolophus macrotis-peribunyaviridae","Rhinolophus macrotis","peribunyaviridae",NA,0
"16355","Rhinolophus macrotis-phenuiviridae","Rhinolophus macrotis","phenuiviridae",NA,0
"16356","Rhinolophus macrotis-picobirnaviridae","Rhinolophus macrotis","picobirnaviridae",NA,0
"16357","Rhinolophus macrotis-picornaviridae","Rhinolophus macrotis","picornaviridae",NA,0
"16358","Rhinolophus macrotis-polyomaviridae","Rhinolophus macrotis","polyomaviridae",NA,0
"16359","Rhinolophus macrotis-poxviridae","Rhinolophus macrotis","poxviridae",NA,0
"16360","Rhinolophus macrotis-qinviridae","Rhinolophus macrotis","qinviridae",NA,0
"16361","Rhinolophus macrotis-retroviridae","Rhinolophus macrotis","retroviridae",NA,0
"16362","Rhinolophus macrotis-rhabdoviridae","Rhinolophus macrotis","rhabdoviridae",NA,0
"16363","Rhinolophus macrotis-sedoreoviridae","Rhinolophus macrotis","sedoreoviridae",NA,0
"16364","Rhinolophus macrotis-smacoviridae","Rhinolophus macrotis","smacoviridae",NA,0
"16365","Rhinolophus macrotis-spinareoviridae","Rhinolophus macrotis","spinareoviridae",NA,0
"16366","Rhinolophus macrotis-togaviridae","Rhinolophus macrotis","togaviridae",NA,0
"16367","Rhinolophus macrotis-totiviridae","Rhinolophus macrotis","totiviridae",NA,0
"16368","Rhinolophus macrotis-tymoviridae","Rhinolophus macrotis","tymoviridae",NA,0
"16369","Rhinolophus malayanus-adamaviridae","Rhinolophus malayanus","adamaviridae",NA,0
"16370","Rhinolophus malayanus-adenoviridae","Rhinolophus malayanus","adenoviridae",NA,0
"16371","Rhinolophus malayanus-adintoviridae","Rhinolophus malayanus","adintoviridae",NA,0
"16372","Rhinolophus malayanus-anelloviridae","Rhinolophus malayanus","anelloviridae",NA,0
"16373","Rhinolophus malayanus-arenaviridae","Rhinolophus malayanus","arenaviridae",NA,0
"16374","Rhinolophus malayanus-artoviridae","Rhinolophus malayanus","artoviridae",NA,0
"16375","Rhinolophus malayanus-astroviridae","Rhinolophus malayanus","astroviridae",NA,0
"16376","Rhinolophus malayanus-birnaviridae","Rhinolophus malayanus","birnaviridae",NA,0
"16377","Rhinolophus malayanus-bornaviridae","Rhinolophus malayanus","bornaviridae",NA,0
"16378","Rhinolophus malayanus-botourmiaviridae","Rhinolophus malayanus","botourmiaviridae",NA,0
"16379","Rhinolophus malayanus-caliciviridae","Rhinolophus malayanus","caliciviridae",NA,0
"16380","Rhinolophus malayanus-chuviridae","Rhinolophus malayanus","chuviridae",NA,0
"16381","Rhinolophus malayanus-circoviridae","Rhinolophus malayanus","circoviridae",NA,0
"16382","Rhinolophus malayanus-coronaviridae","Rhinolophus malayanus","coronaviridae",1,1
"16383","Rhinolophus malayanus-filoviridae","Rhinolophus malayanus","filoviridae",NA,0
"16384","Rhinolophus malayanus-flaviviridae","Rhinolophus malayanus","flaviviridae",NA,0
"16385","Rhinolophus malayanus-geminiviridae","Rhinolophus malayanus","geminiviridae",NA,0
"16386","Rhinolophus malayanus-genomoviridae","Rhinolophus malayanus","genomoviridae",1,1
"16387","Rhinolophus malayanus-hantaviridae","Rhinolophus malayanus","hantaviridae",NA,0
"16388","Rhinolophus malayanus-hepadnaviridae","Rhinolophus malayanus","hepadnaviridae",NA,0
"16389","Rhinolophus malayanus-hepeviridae","Rhinolophus malayanus","hepeviridae",NA,0
"16390","Rhinolophus malayanus-kolmioviridae","Rhinolophus malayanus","kolmioviridae",NA,0
"16391","Rhinolophus malayanus-mahapunaviridae","Rhinolophus malayanus","mahapunaviridae",NA,0
"16392","Rhinolophus malayanus-matonaviridae","Rhinolophus malayanus","matonaviridae",NA,0
"16393","Rhinolophus malayanus-nairoviridae","Rhinolophus malayanus","nairoviridae",NA,0
"16394","Rhinolophus malayanus-nodaviridae","Rhinolophus malayanus","nodaviridae",NA,0
"16395","Rhinolophus malayanus-nyamiviridae","Rhinolophus malayanus","nyamiviridae",NA,0
"16396","Rhinolophus malayanus-orthoherpesviridae","Rhinolophus malayanus","orthoherpesviridae",NA,0
"16397","Rhinolophus malayanus-orthomyxoviridae","Rhinolophus malayanus","orthomyxoviridae",NA,0
"16398","Rhinolophus malayanus-papillomaviridae","Rhinolophus malayanus","papillomaviridae",NA,0
"16399","Rhinolophus malayanus-paramyxoviridae","Rhinolophus malayanus","paramyxoviridae",NA,0
"16400","Rhinolophus malayanus-partitiviridae","Rhinolophus malayanus","partitiviridae",NA,0
"16401","Rhinolophus malayanus-parvoviridae","Rhinolophus malayanus","parvoviridae",1,1
"16402","Rhinolophus malayanus-peribunyaviridae","Rhinolophus malayanus","peribunyaviridae",NA,0
"16403","Rhinolophus malayanus-phenuiviridae","Rhinolophus malayanus","phenuiviridae",NA,0
"16404","Rhinolophus malayanus-picobirnaviridae","Rhinolophus malayanus","picobirnaviridae",NA,0
"16405","Rhinolophus malayanus-picornaviridae","Rhinolophus malayanus","picornaviridae",NA,0
"16406","Rhinolophus malayanus-polyomaviridae","Rhinolophus malayanus","polyomaviridae",NA,0
"16407","Rhinolophus malayanus-poxviridae","Rhinolophus malayanus","poxviridae",NA,0
"16408","Rhinolophus malayanus-qinviridae","Rhinolophus malayanus","qinviridae",NA,0
"16409","Rhinolophus malayanus-retroviridae","Rhinolophus malayanus","retroviridae",NA,0
"16410","Rhinolophus malayanus-rhabdoviridae","Rhinolophus malayanus","rhabdoviridae",NA,0
"16411","Rhinolophus malayanus-sedoreoviridae","Rhinolophus malayanus","sedoreoviridae",NA,0
"16412","Rhinolophus malayanus-smacoviridae","Rhinolophus malayanus","smacoviridae",NA,0
"16413","Rhinolophus malayanus-spinareoviridae","Rhinolophus malayanus","spinareoviridae",NA,0
"16414","Rhinolophus malayanus-togaviridae","Rhinolophus malayanus","togaviridae",NA,0
"16415","Rhinolophus malayanus-totiviridae","Rhinolophus malayanus","totiviridae",NA,0
"16416","Rhinolophus malayanus-tymoviridae","Rhinolophus malayanus","tymoviridae",NA,0
"16417","Rhinolophus marshalli-adamaviridae","Rhinolophus marshalli","adamaviridae",NA,0
"16418","Rhinolophus marshalli-adenoviridae","Rhinolophus marshalli","adenoviridae",NA,0
"16419","Rhinolophus marshalli-adintoviridae","Rhinolophus marshalli","adintoviridae",NA,0
"16420","Rhinolophus marshalli-anelloviridae","Rhinolophus marshalli","anelloviridae",NA,0
"16421","Rhinolophus marshalli-arenaviridae","Rhinolophus marshalli","arenaviridae",NA,0
"16422","Rhinolophus marshalli-artoviridae","Rhinolophus marshalli","artoviridae",NA,0
"16423","Rhinolophus marshalli-astroviridae","Rhinolophus marshalli","astroviridae",NA,0
"16424","Rhinolophus marshalli-birnaviridae","Rhinolophus marshalli","birnaviridae",NA,0
"16425","Rhinolophus marshalli-bornaviridae","Rhinolophus marshalli","bornaviridae",NA,0
"16426","Rhinolophus marshalli-botourmiaviridae","Rhinolophus marshalli","botourmiaviridae",NA,0
"16427","Rhinolophus marshalli-caliciviridae","Rhinolophus marshalli","caliciviridae",NA,0
"16428","Rhinolophus marshalli-chuviridae","Rhinolophus marshalli","chuviridae",NA,0
"16429","Rhinolophus marshalli-circoviridae","Rhinolophus marshalli","circoviridae",NA,0
"16430","Rhinolophus marshalli-coronaviridae","Rhinolophus marshalli","coronaviridae",1,1
"16431","Rhinolophus marshalli-filoviridae","Rhinolophus marshalli","filoviridae",NA,0
"16432","Rhinolophus marshalli-flaviviridae","Rhinolophus marshalli","flaviviridae",NA,0
"16433","Rhinolophus marshalli-geminiviridae","Rhinolophus marshalli","geminiviridae",NA,0
"16434","Rhinolophus marshalli-genomoviridae","Rhinolophus marshalli","genomoviridae",NA,0
"16435","Rhinolophus marshalli-hantaviridae","Rhinolophus marshalli","hantaviridae",NA,0
"16436","Rhinolophus marshalli-hepadnaviridae","Rhinolophus marshalli","hepadnaviridae",NA,0
"16437","Rhinolophus marshalli-hepeviridae","Rhinolophus marshalli","hepeviridae",NA,0
"16438","Rhinolophus marshalli-kolmioviridae","Rhinolophus marshalli","kolmioviridae",NA,0
"16439","Rhinolophus marshalli-mahapunaviridae","Rhinolophus marshalli","mahapunaviridae",NA,0
"16440","Rhinolophus marshalli-matonaviridae","Rhinolophus marshalli","matonaviridae",NA,0
"16441","Rhinolophus marshalli-nairoviridae","Rhinolophus marshalli","nairoviridae",NA,0
"16442","Rhinolophus marshalli-nodaviridae","Rhinolophus marshalli","nodaviridae",NA,0
"16443","Rhinolophus marshalli-nyamiviridae","Rhinolophus marshalli","nyamiviridae",NA,0
"16444","Rhinolophus marshalli-orthoherpesviridae","Rhinolophus marshalli","orthoherpesviridae",NA,0
"16445","Rhinolophus marshalli-orthomyxoviridae","Rhinolophus marshalli","orthomyxoviridae",NA,0
"16446","Rhinolophus marshalli-papillomaviridae","Rhinolophus marshalli","papillomaviridae",NA,0
"16447","Rhinolophus marshalli-paramyxoviridae","Rhinolophus marshalli","paramyxoviridae",NA,0
"16448","Rhinolophus marshalli-partitiviridae","Rhinolophus marshalli","partitiviridae",NA,0
"16449","Rhinolophus marshalli-parvoviridae","Rhinolophus marshalli","parvoviridae",NA,0
"16450","Rhinolophus marshalli-peribunyaviridae","Rhinolophus marshalli","peribunyaviridae",NA,0
"16451","Rhinolophus marshalli-phenuiviridae","Rhinolophus marshalli","phenuiviridae",NA,0
"16452","Rhinolophus marshalli-picobirnaviridae","Rhinolophus marshalli","picobirnaviridae",NA,0
"16453","Rhinolophus marshalli-picornaviridae","Rhinolophus marshalli","picornaviridae",NA,0
"16454","Rhinolophus marshalli-polyomaviridae","Rhinolophus marshalli","polyomaviridae",NA,0
"16455","Rhinolophus marshalli-poxviridae","Rhinolophus marshalli","poxviridae",NA,0
"16456","Rhinolophus marshalli-qinviridae","Rhinolophus marshalli","qinviridae",NA,0
"16457","Rhinolophus marshalli-retroviridae","Rhinolophus marshalli","retroviridae",NA,0
"16458","Rhinolophus marshalli-rhabdoviridae","Rhinolophus marshalli","rhabdoviridae",NA,0
"16459","Rhinolophus marshalli-sedoreoviridae","Rhinolophus marshalli","sedoreoviridae",1,1
"16460","Rhinolophus marshalli-smacoviridae","Rhinolophus marshalli","smacoviridae",NA,0
"16461","Rhinolophus marshalli-spinareoviridae","Rhinolophus marshalli","spinareoviridae",NA,0
"16462","Rhinolophus marshalli-togaviridae","Rhinolophus marshalli","togaviridae",NA,0
"16463","Rhinolophus marshalli-totiviridae","Rhinolophus marshalli","totiviridae",NA,0
"16464","Rhinolophus marshalli-tymoviridae","Rhinolophus marshalli","tymoviridae",NA,0
"16465","Rhinolophus megaphyllus-adamaviridae","Rhinolophus megaphyllus","adamaviridae",NA,0
"16466","Rhinolophus megaphyllus-adenoviridae","Rhinolophus megaphyllus","adenoviridae",NA,0
"16467","Rhinolophus megaphyllus-adintoviridae","Rhinolophus megaphyllus","adintoviridae",NA,0
"16468","Rhinolophus megaphyllus-anelloviridae","Rhinolophus megaphyllus","anelloviridae",NA,0
"16469","Rhinolophus megaphyllus-arenaviridae","Rhinolophus megaphyllus","arenaviridae",NA,0
"16470","Rhinolophus megaphyllus-artoviridae","Rhinolophus megaphyllus","artoviridae",NA,0
"16471","Rhinolophus megaphyllus-astroviridae","Rhinolophus megaphyllus","astroviridae",NA,0
"16472","Rhinolophus megaphyllus-birnaviridae","Rhinolophus megaphyllus","birnaviridae",NA,0
"16473","Rhinolophus megaphyllus-bornaviridae","Rhinolophus megaphyllus","bornaviridae",NA,0
"16474","Rhinolophus megaphyllus-botourmiaviridae","Rhinolophus megaphyllus","botourmiaviridae",NA,0
"16475","Rhinolophus megaphyllus-caliciviridae","Rhinolophus megaphyllus","caliciviridae",NA,0
"16476","Rhinolophus megaphyllus-chuviridae","Rhinolophus megaphyllus","chuviridae",NA,0
"16477","Rhinolophus megaphyllus-circoviridae","Rhinolophus megaphyllus","circoviridae",NA,0
"16478","Rhinolophus megaphyllus-coronaviridae","Rhinolophus megaphyllus","coronaviridae",NA,0
"16479","Rhinolophus megaphyllus-filoviridae","Rhinolophus megaphyllus","filoviridae",NA,0
"16480","Rhinolophus megaphyllus-flaviviridae","Rhinolophus megaphyllus","flaviviridae",NA,0
"16481","Rhinolophus megaphyllus-geminiviridae","Rhinolophus megaphyllus","geminiviridae",NA,0
"16482","Rhinolophus megaphyllus-genomoviridae","Rhinolophus megaphyllus","genomoviridae",NA,0
"16483","Rhinolophus megaphyllus-hantaviridae","Rhinolophus megaphyllus","hantaviridae",NA,0
"16484","Rhinolophus megaphyllus-hepadnaviridae","Rhinolophus megaphyllus","hepadnaviridae",NA,0
"16485","Rhinolophus megaphyllus-hepeviridae","Rhinolophus megaphyllus","hepeviridae",NA,0
"16486","Rhinolophus megaphyllus-kolmioviridae","Rhinolophus megaphyllus","kolmioviridae",NA,0
"16487","Rhinolophus megaphyllus-mahapunaviridae","Rhinolophus megaphyllus","mahapunaviridae",NA,0
"16488","Rhinolophus megaphyllus-matonaviridae","Rhinolophus megaphyllus","matonaviridae",NA,0
"16489","Rhinolophus megaphyllus-nairoviridae","Rhinolophus megaphyllus","nairoviridae",NA,0
"16490","Rhinolophus megaphyllus-nodaviridae","Rhinolophus megaphyllus","nodaviridae",NA,0
"16491","Rhinolophus megaphyllus-nyamiviridae","Rhinolophus megaphyllus","nyamiviridae",NA,0
"16492","Rhinolophus megaphyllus-orthoherpesviridae","Rhinolophus megaphyllus","orthoherpesviridae",NA,0
"16493","Rhinolophus megaphyllus-orthomyxoviridae","Rhinolophus megaphyllus","orthomyxoviridae",NA,0
"16494","Rhinolophus megaphyllus-papillomaviridae","Rhinolophus megaphyllus","papillomaviridae",NA,0
"16495","Rhinolophus megaphyllus-paramyxoviridae","Rhinolophus megaphyllus","paramyxoviridae",NA,0
"16496","Rhinolophus megaphyllus-partitiviridae","Rhinolophus megaphyllus","partitiviridae",NA,0
"16497","Rhinolophus megaphyllus-parvoviridae","Rhinolophus megaphyllus","parvoviridae",NA,0
"16498","Rhinolophus megaphyllus-peribunyaviridae","Rhinolophus megaphyllus","peribunyaviridae",NA,0
"16499","Rhinolophus megaphyllus-phenuiviridae","Rhinolophus megaphyllus","phenuiviridae",NA,0
"16500","Rhinolophus megaphyllus-picobirnaviridae","Rhinolophus megaphyllus","picobirnaviridae",NA,0
"16501","Rhinolophus megaphyllus-picornaviridae","Rhinolophus megaphyllus","picornaviridae",NA,0
"16502","Rhinolophus megaphyllus-polyomaviridae","Rhinolophus megaphyllus","polyomaviridae",NA,0
"16503","Rhinolophus megaphyllus-poxviridae","Rhinolophus megaphyllus","poxviridae",NA,0
"16504","Rhinolophus megaphyllus-qinviridae","Rhinolophus megaphyllus","qinviridae",NA,0
"16505","Rhinolophus megaphyllus-retroviridae","Rhinolophus megaphyllus","retroviridae",1,1
"16506","Rhinolophus megaphyllus-rhabdoviridae","Rhinolophus megaphyllus","rhabdoviridae",NA,0
"16507","Rhinolophus megaphyllus-sedoreoviridae","Rhinolophus megaphyllus","sedoreoviridae",NA,0
"16508","Rhinolophus megaphyllus-smacoviridae","Rhinolophus megaphyllus","smacoviridae",NA,0
"16509","Rhinolophus megaphyllus-spinareoviridae","Rhinolophus megaphyllus","spinareoviridae",NA,0
"16510","Rhinolophus megaphyllus-togaviridae","Rhinolophus megaphyllus","togaviridae",NA,0
"16511","Rhinolophus megaphyllus-totiviridae","Rhinolophus megaphyllus","totiviridae",NA,0
"16512","Rhinolophus megaphyllus-tymoviridae","Rhinolophus megaphyllus","tymoviridae",NA,0
"16513","Rhinolophus mehelyi-adamaviridae","Rhinolophus mehelyi","adamaviridae",NA,0
"16514","Rhinolophus mehelyi-adenoviridae","Rhinolophus mehelyi","adenoviridae",NA,0
"16515","Rhinolophus mehelyi-adintoviridae","Rhinolophus mehelyi","adintoviridae",NA,0
"16516","Rhinolophus mehelyi-anelloviridae","Rhinolophus mehelyi","anelloviridae",NA,0
"16517","Rhinolophus mehelyi-arenaviridae","Rhinolophus mehelyi","arenaviridae",NA,0
"16518","Rhinolophus mehelyi-artoviridae","Rhinolophus mehelyi","artoviridae",NA,0
"16519","Rhinolophus mehelyi-astroviridae","Rhinolophus mehelyi","astroviridae",NA,0
"16520","Rhinolophus mehelyi-birnaviridae","Rhinolophus mehelyi","birnaviridae",NA,0
"16521","Rhinolophus mehelyi-bornaviridae","Rhinolophus mehelyi","bornaviridae",NA,0
"16522","Rhinolophus mehelyi-botourmiaviridae","Rhinolophus mehelyi","botourmiaviridae",NA,0
"16523","Rhinolophus mehelyi-caliciviridae","Rhinolophus mehelyi","caliciviridae",NA,0
"16524","Rhinolophus mehelyi-chuviridae","Rhinolophus mehelyi","chuviridae",NA,0
"16525","Rhinolophus mehelyi-circoviridae","Rhinolophus mehelyi","circoviridae",NA,0
"16526","Rhinolophus mehelyi-coronaviridae","Rhinolophus mehelyi","coronaviridae",1,1
"16527","Rhinolophus mehelyi-filoviridae","Rhinolophus mehelyi","filoviridae",NA,0
"16528","Rhinolophus mehelyi-flaviviridae","Rhinolophus mehelyi","flaviviridae",NA,0
"16529","Rhinolophus mehelyi-geminiviridae","Rhinolophus mehelyi","geminiviridae",NA,0
"16530","Rhinolophus mehelyi-genomoviridae","Rhinolophus mehelyi","genomoviridae",NA,0
"16531","Rhinolophus mehelyi-hantaviridae","Rhinolophus mehelyi","hantaviridae",NA,0
"16532","Rhinolophus mehelyi-hepadnaviridae","Rhinolophus mehelyi","hepadnaviridae",NA,0
"16533","Rhinolophus mehelyi-hepeviridae","Rhinolophus mehelyi","hepeviridae",NA,0
"16534","Rhinolophus mehelyi-kolmioviridae","Rhinolophus mehelyi","kolmioviridae",NA,0
"16535","Rhinolophus mehelyi-mahapunaviridae","Rhinolophus mehelyi","mahapunaviridae",NA,0
"16536","Rhinolophus mehelyi-matonaviridae","Rhinolophus mehelyi","matonaviridae",NA,0
"16537","Rhinolophus mehelyi-nairoviridae","Rhinolophus mehelyi","nairoviridae",NA,0
"16538","Rhinolophus mehelyi-nodaviridae","Rhinolophus mehelyi","nodaviridae",NA,0
"16539","Rhinolophus mehelyi-nyamiviridae","Rhinolophus mehelyi","nyamiviridae",NA,0
"16540","Rhinolophus mehelyi-orthoherpesviridae","Rhinolophus mehelyi","orthoherpesviridae",NA,0
"16541","Rhinolophus mehelyi-orthomyxoviridae","Rhinolophus mehelyi","orthomyxoviridae",NA,0
"16542","Rhinolophus mehelyi-papillomaviridae","Rhinolophus mehelyi","papillomaviridae",NA,0
"16543","Rhinolophus mehelyi-paramyxoviridae","Rhinolophus mehelyi","paramyxoviridae",NA,0
