"sp_links","Host","Virus","VirusFamily","zoonotic","fam_links"
"Megaloglossus woermanni-kenya bat coronavirus/btky56/btky55","Megaloglossus woermanni","kenya bat coronavirus/btky56/btky55","coronaviridae",0,"Megaloglossus woermanni-coronaviridae"
"Mesophylla macconnelli-coronavirus predict cov-4","Mesophylla macconnelli","coronavirus predict cov-4","coronaviridae",0,"Mesophylla macconnelli-coronaviridae"
"Mesophylla macconnelli-juquitiba virus","Mesophylla macconnelli","juquitiba virus","hantaviridae",1,"Mesophylla macconnelli-hantaviridae"
"Miniopterus inflatus-coronavirus predict cov-28","Miniopterus inflatus","coronavirus predict cov-28","coronaviridae",0,"Miniopterus inflatus-coronaviridae"
"Miniopterus inflatus-kenya bat coronavirus btky33/2006","Miniopterus inflatus","kenya bat coronavirus btky33/2006","coronaviridae",0,"Miniopterus inflatus-coronaviridae"
"Miniopterus inflatus-paramyxovirus predict_pmv-19","Miniopterus inflatus","paramyxovirus predict_pmv-19","paramyxoviridae",0,"Miniopterus inflatus-paramyxoviridae"
"Miniopterus inflatus-polyomavirus predict_pyv-15","Miniopterus inflatus","polyomavirus predict_pyv-15","polyomaviridae",0,"Miniopterus inflatus-polyomaviridae"
"Miniopterus inflatus-polyomavirus predict_pyv-22","Miniopterus inflatus","polyomavirus predict_pyv-22","polyomaviridae",0,"Miniopterus inflatus-polyomaviridae"
"Miniopterus inflatus-polyomavirus predict_pyv-23","Miniopterus inflatus","polyomavirus predict_pyv-23","polyomaviridae",0,"Miniopterus inflatus-polyomaviridae"
"Miniopterus magnater-bat astrovirus afcd166","Miniopterus magnater","bat astrovirus afcd166","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-bat astrovirus afcd88","Miniopterus magnater","bat astrovirus afcd88","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-bat astrovirus mf/wom990","Miniopterus magnater","bat astrovirus mf/wom990","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-bat astrovirus mf/xmm137","Miniopterus magnater","bat astrovirus mf/xmm137","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-bat astrovirus tm/guangxi/ld89/2007","Miniopterus magnater","bat astrovirus tm/guangxi/ld89/2007","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-bat coronavirus 1","Miniopterus magnater","bat coronavirus 1","coronaviridae",0,"Miniopterus magnater-coronaviridae"
"Miniopterus magnater-bat coronavirus hku7","Miniopterus magnater","bat coronavirus hku7","coronaviridae",0,"Miniopterus magnater-coronaviridae"
"Miniopterus magnater-miniopterus bat coronavirus hku8","Miniopterus magnater","miniopterus bat coronavirus hku8","coronaviridae",0,"Miniopterus magnater-coronaviridae"
"Miniopterus magnater-miniopterus fuliginosus astrovirus xmm445","Miniopterus magnater","miniopterus fuliginosus astrovirus xmm445","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-miniopterus schreibersii astrovirus 12","Miniopterus magnater","miniopterus schreibersii astrovirus 12","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-miniopterus schreibersii astrovirus 4","Miniopterus magnater","miniopterus schreibersii astrovirus 4","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-miniopterus schreibersii astrovirus 6/11/12","Miniopterus magnater","miniopterus schreibersii astrovirus 6/11/12","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-miniopterus schreibersii astrovirus 7","Miniopterus magnater","miniopterus schreibersii astrovirus 7","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-miniopterus schreibersii astrovirus 8","Miniopterus magnater","miniopterus schreibersii astrovirus 8","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-miniopterus schreibersii astrovirus 9","Miniopterus magnater","miniopterus schreibersii astrovirus 9","astroviridae",0,"Miniopterus magnater-astroviridae"
"Miniopterus magnater-paramyxovirus predict_pmv-37","Miniopterus magnater","paramyxovirus predict_pmv-37","paramyxoviridae",0,"Miniopterus magnater-paramyxoviridae"
"Miniopterus magnater-paramyxovirus predict_pmv-38","Miniopterus magnater","paramyxovirus predict_pmv-38","paramyxoviridae",0,"Miniopterus magnater-paramyxoviridae"
"Miniopterus magnater-paramyxovirus predict_pmv-50","Miniopterus magnater","paramyxovirus predict_pmv-50","paramyxoviridae",0,"Miniopterus magnater-paramyxoviridae"
"Miniopterus magnater-paramyxovirus predict_pmv-51","Miniopterus magnater","paramyxovirus predict_pmv-51","paramyxoviridae",0,"Miniopterus magnater-paramyxoviridae"
"Miniopterus magnater-paramyxovirus predict_pmv-53","Miniopterus magnater","paramyxovirus predict_pmv-53","paramyxoviridae",0,"Miniopterus magnater-paramyxoviridae"
"Miniopterus pusillus-bat coronavirus 1","Miniopterus pusillus","bat coronavirus 1","coronaviridae",0,"Miniopterus pusillus-coronaviridae"
"Miniopterus pusillus-bat coronavirus hku6","Miniopterus pusillus","bat coronavirus hku6","coronaviridae",0,"Miniopterus pusillus-coronaviridae"
"Miniopterus pusillus-miniopterus bat coronavirus hku8","Miniopterus pusillus","miniopterus bat coronavirus hku8","coronaviridae",0,"Miniopterus pusillus-coronaviridae"
"Miniopterus schreibersii-bat astrovirus afcd166","Miniopterus schreibersii","bat astrovirus afcd166","astroviridae",0,"Miniopterus schreibersii-astroviridae"
"Miniopterus schreibersii-bat coronavirus 1","Miniopterus schreibersii","bat coronavirus 1","coronaviridae",0,"Miniopterus schreibersii-coronaviridae"
"Miniopterus schreibersii-bat coronavirus bm48-31/bgr/2008","Miniopterus schreibersii","bat coronavirus bm48-31/bgr/2008","coronaviridae",0,"Miniopterus schreibersii-coronaviridae"
"Miniopterus schreibersii-bat coronavirus hku6","Miniopterus schreibersii","bat coronavirus hku6","coronaviridae",0,"Miniopterus schreibersii-coronaviridae"
"Miniopterus schreibersii-bat coronavirus hku7","Miniopterus schreibersii","bat coronavirus hku7","coronaviridae",0,"Miniopterus schreibersii-coronaviridae"
"Miniopterus schreibersii-coronavirus predict cov-37","Miniopterus schreibersii","coronavirus predict cov-37","coronaviridae",0,"Miniopterus schreibersii-coronaviridae"
"Miniopterus schreibersii-miniopterus bat coronavirus hku8","Miniopterus schreibersii","miniopterus bat coronavirus hku8","coronaviridae",0,"Miniopterus schreibersii-coronaviridae"
"Mops condylurus-adenovirus predict_adv-58","Mops condylurus","adenovirus predict_adv-58","adenoviridae",0,"Mops condylurus-adenoviridae"
"Mops condylurus-adenovirus predict_adv-59","Mops condylurus","adenovirus predict_adv-59","adenoviridae",0,"Mops condylurus-adenoviridae"
"Mops condylurus-bombali ebolavirus","Mops condylurus","bombali ebolavirus","filoviridae",0,"Mops condylurus-filoviridae"
"Mops condylurus-chaerephon bat coronavirus/kenya/ky22/2006","Mops condylurus","chaerephon bat coronavirus/kenya/ky22/2006","coronaviridae",0,"Mops condylurus-coronaviridae"
"Mops condylurus-chaerephon bat coronavirus/kenya/ky41/2006","Mops condylurus","chaerephon bat coronavirus/kenya/ky41/2006","coronaviridae",0,"Mops condylurus-coronaviridae"
"Mops condylurus-chaerephon polyomavirus 1","Mops condylurus","chaerephon polyomavirus 1","polyomaviridae",0,"Mops condylurus-polyomaviridae"
"Mops condylurus-coronavirus predict cov-21","Mops condylurus","coronavirus predict cov-21","coronaviridae",0,"Mops condylurus-coronaviridae"
"Mops condylurus-coronavirus predict cov-30","Mops condylurus","coronavirus predict cov-30","coronaviridae",0,"Mops condylurus-coronaviridae"
"Mops condylurus-coronavirus predict cov-35","Mops condylurus","coronavirus predict cov-35","coronaviridae",0,"Mops condylurus-coronaviridae"
"Mops condylurus-eidolon bat coronavirus/kenya/ky24/2006","Mops condylurus","eidolon bat coronavirus/kenya/ky24/2006","coronaviridae",0,"Mops condylurus-coronaviridae"
"Mops condylurus-kenya bat coronavirus/btky56/btky55","Mops condylurus","kenya bat coronavirus/btky56/btky55","coronaviridae",0,"Mops condylurus-coronaviridae"
"Mops condylurus-paramyxovirus predict_pmv-15","Mops condylurus","paramyxovirus predict_pmv-15","paramyxoviridae",0,"Mops condylurus-paramyxoviridae"
"Mops condylurus-rousettus bat coronavirus hku9","Mops condylurus","rousettus bat coronavirus hku9","coronaviridae",0,"Mops condylurus-coronaviridae"
"Mops midas-paramyxovirus predict_pmv-175","Mops midas","paramyxovirus predict_pmv-175","paramyxoviridae",0,"Mops midas-paramyxoviridae"
"Mops plicatus-paramyxovirus predict_pmv-155","Mops plicatus","paramyxovirus predict_pmv-155","paramyxoviridae",0,"Mops plicatus-paramyxoviridae"
"Mops pumilus-adenovirus predict_adv-37","Mops pumilus","adenovirus predict_adv-37","adenoviridae",0,"Mops pumilus-adenoviridae"
"Mops pumilus-bombali ebolavirus","Mops pumilus","bombali ebolavirus","filoviridae",0,"Mops pumilus-filoviridae"
"Mops pumilus-chaerephon bat coronavirus/kenya/ky22/2006","Mops pumilus","chaerephon bat coronavirus/kenya/ky22/2006","coronaviridae",0,"Mops pumilus-coronaviridae"
"Mops pumilus-chaerephon bat coronavirus/kenya/ky41/2006","Mops pumilus","chaerephon bat coronavirus/kenya/ky41/2006","coronaviridae",0,"Mops pumilus-coronaviridae"
"Mops pumilus-eidolon bat coronavirus/kenya/ky24/2006","Mops pumilus","eidolon bat coronavirus/kenya/ky24/2006","coronaviridae",0,"Mops pumilus-coronaviridae"
"Mops pumilus-paramyxovirus predict_pmv-24","Mops pumilus","paramyxovirus predict_pmv-24","paramyxoviridae",0,"Mops pumilus-paramyxoviridae"
"Murina cyclotis-paramyxovirus predict_pmv-23","Murina cyclotis","paramyxovirus predict_pmv-23","paramyxoviridae",0,"Murina cyclotis-paramyxoviridae"
"Myotis albescens-juquitiba virus","Myotis albescens","juquitiba virus","hantaviridae",1,"Myotis albescens-hantaviridae"
"Myotis altarium-paramyxovirus predict_pmv-43","Myotis altarium","paramyxovirus predict_pmv-43","paramyxoviridae",0,"Myotis altarium-paramyxoviridae"
"Myotis californicus-adenovirus predict_adv-87","Myotis californicus","adenovirus predict_adv-87","adenoviridae",0,"Myotis californicus-adenoviridae"
"Myotis californicus-coronavirus mex_cov-6","Myotis californicus","coronavirus mex_cov-6","coronaviridae",0,"Myotis californicus-coronaviridae"
"Myotis daubentonii-bat coronavirus hku6","Myotis daubentonii","bat coronavirus hku6","coronaviridae",0,"Myotis daubentonii-coronaviridae"
"Myotis daubentonii-coronavirus predict cov-59","Myotis daubentonii","coronavirus predict cov-59","coronaviridae",0,"Myotis daubentonii-coronaviridae"
"Myotis fimbriatus-myotis alphacoronavirus","Myotis fimbriatus","myotis alphacoronavirus","coronaviridae",0,"Myotis fimbriatus-coronaviridae"
"Myotis horsfieldii-bat astrovirus 1","Myotis horsfieldii","bat astrovirus 1","astroviridae",0,"Myotis horsfieldii-astroviridae"
"Myotis horsfieldii-bat astrovirus myr/anhui/a900/2005","Myotis horsfieldii","bat astrovirus myr/anhui/a900/2005","astroviridae",0,"Myotis horsfieldii-astroviridae"
"Myotis horsfieldii-paramyxovirus predict_pmv-13","Myotis horsfieldii","paramyxovirus predict_pmv-13","paramyxoviridae",0,"Myotis horsfieldii-paramyxoviridae"
"Myotis horsfieldii-porcine epidemic diarrhea virus","Myotis horsfieldii","porcine epidemic diarrhea virus","coronaviridae",0,"Myotis horsfieldii-coronaviridae"
"Myotis keaysi-paramyxovirus predict_pmv-32","Myotis keaysi","paramyxovirus predict_pmv-32","paramyxoviridae",0,"Myotis keaysi-paramyxoviridae"
"Myotis laniger-bat coronavirus hku6","Myotis laniger","bat coronavirus hku6","coronaviridae",0,"Myotis laniger-coronaviridae"
"Myotis longipes-coronavirus predict cov-60","Myotis longipes","coronavirus predict cov-60","coronaviridae",0,"Myotis longipes-coronaviridae"
"Myotis longipes-paramyxovirus predict_pmv-36","Myotis longipes","paramyxovirus predict_pmv-36","paramyxoviridae",0,"Myotis longipes-paramyxoviridae"
"Myotis muricola-paramyxovirus predict_pmv-13","Myotis muricola","paramyxovirus predict_pmv-13","paramyxoviridae",0,"Myotis muricola-paramyxoviridae"
"Myotis myotis-coronavirus predict cov-38","Myotis myotis","coronavirus predict cov-38","coronaviridae",0,"Myotis myotis-coronaviridae"
"Myotis oxyotus-paramyxovirus predict_pmv-32","Myotis oxyotus","paramyxovirus predict_pmv-32","paramyxoviridae",0,"Myotis oxyotus-paramyxoviridae"
"Myotis pilosus-bat astrovirus wcf184/wcf168","Myotis pilosus","bat astrovirus wcf184/wcf168","astroviridae",0,"Myotis pilosus-astroviridae"
"Myotis pilosus-bat coronavirus 1","Myotis pilosus","bat coronavirus 1","coronaviridae",0,"Myotis pilosus-coronaviridae"
"Myotis pilosus-bat coronavirus hku6","Myotis pilosus","bat coronavirus hku6","coronaviridae",0,"Myotis pilosus-coronaviridae"
"Myotis pilosus-coronavirus predict cov-37","Myotis pilosus","coronavirus predict cov-37","coronaviridae",0,"Myotis pilosus-coronaviridae"
"Myotis pilosus-coronavirus predict cov-57","Myotis pilosus","coronavirus predict cov-57","coronaviridae",0,"Myotis pilosus-coronaviridae"
"Myotis pilosus-myotis alphacoronavirus","Myotis pilosus","myotis alphacoronavirus","coronaviridae",0,"Myotis pilosus-coronaviridae"
"Myotis pilosus-paramyxovirus predict_pmv-29","Myotis pilosus","paramyxovirus predict_pmv-29","paramyxoviridae",0,"Myotis pilosus-paramyxoviridae"
"Myotis pilosus-scotophilus bat coronavirus 512","Myotis pilosus","scotophilus bat coronavirus 512","coronaviridae",0,"Myotis pilosus-coronaviridae"
"Myotis siligorensis-bat coronavirus hku6","Myotis siligorensis","bat coronavirus hku6","coronaviridae",0,"Myotis siligorensis-coronaviridae"
"Myotis siligorensis-rhinolophus bat coronavirus hku2","Myotis siligorensis","rhinolophus bat coronavirus hku2","coronaviridae",0,"Myotis siligorensis-coronaviridae"
"Myotis velifer-coronavirus mex_cov-7","Myotis velifer","coronavirus mex_cov-7","coronaviridae",0,"Myotis velifer-coronaviridae"
"Myotis welwitschii-kenya bat coronavirus btky33/2006","Myotis welwitschii","kenya bat coronavirus btky33/2006","coronaviridae",0,"Myotis welwitschii-coronaviridae"
"Nyctalus plancyi-bat coronavirus hku6","Nyctalus plancyi","bat coronavirus hku6","coronaviridae",0,"Nyctalus plancyi-coronaviridae"
"Nycteris hispida-adenovirus predict_adv-57","Nycteris hispida","adenovirus predict_adv-57","adenoviridae",0,"Nycteris hispida-adenoviridae"
"Nycteris thebaica-paramyxovirus predict_pmv-119","Nycteris thebaica","paramyxovirus predict_pmv-119","paramyxoviridae",0,"Nycteris thebaica-paramyxoviridae"
"Nyctinomops laticaudatus-coronavirus mex_cov-9","Nyctinomops laticaudatus","coronavirus mex_cov-9","coronaviridae",0,"Nyctinomops laticaudatus-coronaviridae"
"Otomops martiensseni-chaerephon bat coronavirus/kenya/ky22/2006","Otomops martiensseni","chaerephon bat coronavirus/kenya/ky22/2006","coronaviridae",0,"Otomops martiensseni-coronaviridae"
"Phyllostomus hastatus-paramyxovirus predict_pmv-33","Phyllostomus hastatus","paramyxovirus predict_pmv-33","paramyxoviridae",0,"Phyllostomus hastatus-paramyxoviridae"
"Pipistrellus coromandra-coronavirus predict cov-34","Pipistrellus coromandra","coronavirus predict cov-34","coronaviridae",0,"Pipistrellus coromandra-coronaviridae"
"Pipistrellus coromandra-scotophilus bat coronavirus 512","Pipistrellus coromandra","scotophilus bat coronavirus 512","coronaviridae",0,"Pipistrellus coromandra-coronaviridae"
"Pipistrellus hesperidus-middle east respiratory syndrome-related coronavirus","Pipistrellus hesperidus","middle east respiratory syndrome-related coronavirus","coronaviridae",0,"Pipistrellus hesperidus-coronaviridae"
"Pipistrellus kuhlii-influenza a virus","Pipistrellus kuhlii","influenza a virus","orthomyxoviridae",1,"Pipistrellus kuhlii-orthomyxoviridae"
"Pipistrellus kuhlii-paramyxovirus predict_pmv-118","Pipistrellus kuhlii","paramyxovirus predict_pmv-118","paramyxoviridae",0,"Pipistrellus kuhlii-paramyxoviridae"
"Pipistrellus pipistrellus-coronavirus predict cov-57","Pipistrellus pipistrellus","coronavirus predict cov-57","coronaviridae",0,"Pipistrellus pipistrellus-coronaviridae"
"Pipistrellus pipistrellus-coronavirus predict cov-60","Pipistrellus pipistrellus","coronavirus predict cov-60","coronaviridae",0,"Pipistrellus pipistrellus-coronaviridae"
"Pipistrellus pipistrellus-coronavirus predict cov-61","Pipistrellus pipistrellus","coronavirus predict cov-61","coronaviridae",0,"Pipistrellus pipistrellus-coronaviridae"
"Pipistrellus pipistrellus-paramyxovirus predict_pmv-41","Pipistrellus pipistrellus","paramyxovirus predict_pmv-41","paramyxoviridae",0,"Pipistrellus pipistrellus-paramyxoviridae"
"Pipistrellus pipistrellus-pipistrellus bat coronavirus hku5","Pipistrellus pipistrellus","pipistrellus bat coronavirus hku5","coronaviridae",0,"Pipistrellus pipistrellus-coronaviridae"
"Plecotus auritus-paramyxovirus predict_pmv-39","Plecotus auritus","paramyxovirus predict_pmv-39","paramyxoviridae",0,"Plecotus auritus-paramyxoviridae"
"Pseudoromicia tenuipinnis-adenovirus predict_adv-34","Pseudoromicia tenuipinnis","adenovirus predict_adv-34","adenoviridae",0,"Pseudoromicia tenuipinnis-adenoviridae"
"Pseudoromicia tenuipinnis-adenovirus predict_adv-56","Pseudoromicia tenuipinnis","adenovirus predict_adv-56","adenoviridae",0,"Pseudoromicia tenuipinnis-adenoviridae"
"Pseudoromicia tenuipinnis-adenovirus predict_adv-62","Pseudoromicia tenuipinnis","adenovirus predict_adv-62","adenoviridae",0,"Pseudoromicia tenuipinnis-adenoviridae"
"Pteronotus davyi-adenovirus predict_adv-87","Pteronotus davyi","adenovirus predict_adv-87","adenoviridae",0,"Pteronotus davyi-adenoviridae"
"Pteronotus parnellii-coronavirus mex_cov-10","Pteronotus parnellii","coronavirus mex_cov-10","coronaviridae",0,"Pteronotus parnellii-coronaviridae"
"Pteronotus parnellii-coronavirus predict cov-10","Pteronotus parnellii","coronavirus predict cov-10","coronaviridae",0,"Pteronotus parnellii-coronaviridae"
"Pteronotus parnellii-juquitiba virus","Pteronotus parnellii","juquitiba virus","hantaviridae",1,"Pteronotus parnellii-hantaviridae"
"Pteronotus personatus-coronavirus mex_cov-11b","Pteronotus personatus","coronavirus mex_cov-11b","coronaviridae",0,"Pteronotus personatus-coronaviridae"
